QUEST_20180327_000001	퀘스트 수정이 필요한 유저를 선택해주세요.	GM
QUEST_20180327_000002	여신 바카리네의 상	
QUEST_20180327_000003	지역을 선택해주세요.	여신 바카리네의 상
QUEST_20180327_000004	선택	
QUEST_20180327_000005	아이템을 선택해주세요.	
QUEST_20180327_000006	오라클 마스터	
QUEST_20180327_000007	어떤 것이 궁금하신가요?	오라클 마스터
QUEST_20180327_000008	알려드릴 정보가 모이지 않았습니다.	오라클 마스터
QUEST_20180327_000009	크리스티나	
QUEST_20180327_000010	컴패니언 이름을 입력해주세요.	크리스티나
QUEST_20180327_000011	토라스	
QUEST_20180327_000012	컴패니언 이름을 정해줘.	토라스
QUEST_20180327_000013	NPC Hide/UnHide 수정이 필요한 유저를 선택해주세요.	GM
QUEST_20180327_000014	그룹 선택	
QUEST_20180327_000015	치트 스타트 그룹을 선택하세요.	그룹 선택
QUEST_20180327_000016	존 선택	Basic
QUEST_20180327_000017	시작할 존을 선택하세요.	존 선택
QUEST_20180327_000018	전직 선택	
QUEST_20180327_000019	원하시는 직업을 선택하세요.	전직 선택
QUEST_20180327_000020	보코르 마스터	
QUEST_20180327_000021	이 석판이 어떤 물건인지 궁금하시다고요.{nl}원하신다면 이 석판을 만든 자의 의지를 환영으로 보여드리지요.	보코르 마스터
QUEST_20180327_000022	여신 라이마	
QUEST_20180327_000023	당신이 이 계시를 보고 있을 땐 이미 오랜 시간이 흐른 뒤이겠지요.{nl}저는 운명과 예지의 여신 라이마 입니다.{nl}	수정광산의 계시
QUEST_20180327_000024	600년 전에 이 계시를 만들면서 저는 많은 슬픔과 죽음을 보았습니다.{nl}당신이 이 계시를 보았다는 것은 제가 예지한 모든 일이 현실로 벌어졌겠지요.{nl}	수정광산의 계시
QUEST_20180327_000025	이미 첫 번째 재앙은 마족에 의해 일어났고 여신들은 모두 자취를 감추었을 것입니다.{nl}저는 이 모든 것을 미리 알았고, 막으려 노력했지만 제 힘은 너무나도 미약했습니다.{nl}	수정광산의 계시
QUEST_20180327_000026	전 해답을 찾기 위해 기나긴 예지의 꿈 속을 거닐었습니다.{nl}그 꿈의 끝은 바로 당신.. 구원자였습니다.{nl}	여신 라이마
QUEST_20180327_000027	하지만 예지의 힘을 가진 절 마족이 가만 둘 리가 없었기에{nl}당신이 나타날 때 까지 어떻게든 몸을 피해야만 했습니다.{nl}	수정광산의 계시
QUEST_20180327_000028	그리고 당신을 지키기 위해.. {nl}수 많은 계시자 속에 당신을 숨길 수밖에 없었습니다.{nl}	여신 라이마
QUEST_20180327_000029	저는 스스로를 나누어 여러 개의 계시에 깃들기로 결심했습니다.{nl}왕국을 떠돌며 계시를 만들어 감추는 일은 천 년 동안이나 계속되었지요.{nl}	수정광산의 계시
QUEST_20180327_000030	구원자여.{nl}제가 완전한 모습을 되찾고 마족의 흉계를 멈추려면 {nl}모든 시간의 축에 감추어 놓은 계시를 전부 찾아 주셔야 합니다.	여신 라이마
QUEST_20180327_000031	그대에게 지워진 신성한 사명의 무게가 어깨를 짓누르겠지요.{nl}어쩌면 수 많은 시련과 고난의 진흙탕 속을 뒹굴게 될지도 모릅니다.{nl}	수정광산의 계시
QUEST_20180327_000032	하지만 당신만이 저와 이 세계를 구할 수 있어요.{nl}	여신 라이마
QUEST_20180327_000033	다음 계시는 초대 팔라딘에게 맡겨 두었습니다.{nl}가장 드높은 화원에서 당신을 기다리겠습니다.	여신 라이마
QUEST_20180327_000034	놀랍군요.{nl}이건 수 백년 전에 만들어진 것이 분명한데..{nl}지금의 당신을 바라보며 말하는 것 같습니다.{nl}	보코르 마스터
QUEST_20180327_000035	하지만 사악한 힘이나 의지는 전혀 느껴지지 않습니다.{nl}그렇다면 이 계시가 진짜 라이마 여신의.. 그렇군요.{nl}	보코르 마스터
QUEST_20180327_000036	더 놀라운 건 구원자라는 존재입니다.{nl}	보코르 마스터
QUEST_20180327_000037	그 많은 계시자 중에서 이 세계와 여신을 구할 수 있는 존재..{nl}바로 당신이 구원자라고 계시는 분명히 말하고 있습니다.{nl}	보코르 마스터
QUEST_20180327_000038	하지만 세상에 알리는 것은 피하는 게 좋겠습니다.{nl}모든 마족이 당신을 찾아 헤메길 원하지 않는다면요.{nl}	보코르 마스터
QUEST_20180327_000039	구원자에 대해 제가 더 이상 언급하는 것을 계시는 원치 않는 것 같군요.{nl}자, 어서 우스카님께 돌아가세요.{nl}	보코르 마스터
QUEST_20180327_000040	그분이라면 당신이 어디로 가야 할지 알려줄 겁니다.{nl}계시자이자 구원자인 당신의 앞날에 여신의 축복이 깃들기를..	보코르 마스터
QUEST_20180327_000041	원하는 스마트젠을 선택하세요.	선택
QUEST_20180327_000042	윌리엄	
QUEST_20180327_000043	몬스터 한복판을 헤쳐가느니 차라리 케이블카를 이용하는 게 훨씬 좋지요.	윌리엄
QUEST_20180327_000044	캔버그	
QUEST_20180327_000045	케이블카를 이용하면 반대편으로 한 번에 갈 수 있습니다.	캔버그
QUEST_20180327_000046	정수 변환기	
QUEST_20180327_000047	화염 결정 사용	정수 변환기
QUEST_20180327_000048	소환할 아군 선택	정수 변환기
QUEST_20180327_000049	이동할 아군 위치 선택	정수 변환기
QUEST_20180327_000050	지역이동	
QUEST_20180327_000051	방랑 상인	
QUEST_20180327_000052	이 가련한 몸, 소개하자면 한 줄기 바람에 이끌려 방랑하는 민들레 홀씨이외다.{nl}이렇게 만난 것도 기이한 인연인데 좋은 물건 한 번 구경해 보시겠소?	방랑 상인
QUEST_20180327_000053	어서 오세요.{nl}마음 맞는 친구를 찾으시나 보네요.{nl}여행엔 요 녀석들만큼 좋은 동반자는 찾기 힘들지요.	크리스티나
QUEST_20180327_000054	컴패니언은 당신의 전투를 도와줄 수 있어요.{nl}컴패니언에게 당신이 싸우는 것을 옆에서 지켜 보게 하거나 특성 훈련을 시킬 수도 있지요.{nl}	크리스티나
QUEST_20180327_000055	어때요. 이만 하면 당신의 멋진 동반자가 아닐까요?{nl}하지만 컴패니언을 타는 건 특정 클래스만 가능하니 이 점은 유의바랄게요.{nl}	크리스티나
